id_unique,Favoris,Voiture,PMR,Entreprise_SIRET,home_lat,home_lon,Groupe_amis
958b46ae-c8a6-44e6-9258-7aa5e27be1e9,"['IDFM:C00504', 'IDFM:C00489', 'IDFM:C02281', 'IDFM:C01189']",True,False,44542313892176,48.8602238528785,2.1802199696273075,"['b8eee193-41cb-477f-b801-1540c1abf737', 'db21cd3b-6069-4993-9fb3-720121b6a91f', '609c1618-bab8-4f0c-b6d0-fa0c92b07799']"
1ebefb02-5138-473e-9cd7-8238397fa7ff,"['IDFM:C00250', 'IDFM:C01712', 'IDFM:C01902']",False,False,32867312712199,48.85625285122498,2.279804240000253,"['6c488bae-4ac4-40fb-bbed-83d26d1b45c2', 'de5edee2-fb89-41ff-9763-e6c7afde8afd', '8ead8567-5151-4e8d-a0aa-9550e473c0db', '488f3aab-eb2c-4148-80f2-5a48fed79134']"
9cdf09f3-bb9f-4314-a7ac-85f09f19451d,"['IDFM:C02708', 'IDFM:C00235', 'IDFM:C01321']",False,False,33196121115143,48.955172162413824,2.3328021741619773,"['34959908-a881-4e8f-a352-6c66fa96b6e8', '6a1efeb4-b901-4875-9534-85f3b9af1d48']"
a14162d0-4aba-4afd-bf42-3f998397e407,"['IDFM:C01049', 'IDFM:C00659', 'IDFM:C02616']",False,False,49501234207300,48.77900604657391,2.42634871365166,"['83aa6d42-1c8f-4809-bdd0-4a24f86c9243', 'a9349399-d62a-446d-b71a-c5f1ef23ecce', '1fbd712e-902d-4dcd-a6c3-b24a6603ed86']"
1dff839a-113b-4233-885e-ad79c539d9ed,"['IDFM:C00076', 'IDFM:C01384', 'IDFM:C01472', 'IDFM:C02809']",True,False,85965527533518,48.743641170587,2.4396876232350477,"['89b7420f-e5c4-4525-84f7-ebb3f7e8e0da', '5a3e898e-0c54-4f66-bd53-cc9024456e00', '28694271-d9b0-4283-976d-8fb46bb3bf7b', '1eb5e6aa-10ee-4f1e-81ea-d3ce7db55a31', '2da58d7a-c706-4402-adb7-d30c96063fbd']"
8ead8567-5151-4e8d-a0aa-9550e473c0db,"['IDFM:C01715', 'IDFM:C00890', 'IDFM:C00233', 'IDFM:C00241']",True,False,43197031219471,49.02359659849559,2.395214491199911,"['0def2dba-ad00-49e8-96f8-b96b9e66fde4', 'ce2b9c01-c4af-4e9a-8d42-ebaf8dd672ce', '5cf9f8f6-6acb-44f2-a2c9-54fdcda15f7a', '26a108cc-9a47-4b86-96d1-30e9b0ea2924', '1ebefb02-5138-473e-9cd7-8238397fa7ff', '2673365a-8aff-4e7c-8202-0f941568d332', '6a1efeb4-b901-4875-9534-85f3b9af1d48']"
3f9c1f47-321b-42fb-9d84-9975030d51c8,"['IDFM:C02682', 'IDFM:C02702']",True,True,87037930294568,48.87930085461649,2.296957115969771,"['30b77b63-54e7-4adf-a9b7-abf289948557', 'b3d50444-cc0b-42b5-9b0e-fc32d6d67bb1', 'fb4da1f8-6fbc-4288-bf53-d48daea2f871', '8691438d-6da8-4af6-a367-bebf5bc3db76', 'e951ac4d-b4ac-49d1-811e-5536f7923b5b']"
2d2931f1-8f91-45f1-964c-01c2cc506bb1,"['IDFM:C02229', 'IDFM:C02111']",False,False,80743011324078,49.03604651246706,2.2555433796060926,"['df56a221-8b89-495d-9cc1-57f20657002d', '822cd087-0b56-42be-8ff6-5a57b86be4a5']"
740e5abe-88ac-4e0f-b3ed-9d909c35c00a,"['IDFM:C02625', 'IDFM:C01841', 'IDFM:C00299']",True,False,77356487690633,48.80614672225629,2.525103673213494,"['6516292c-27f9-4a37-bc7a-7ea2932a0c8a', 'fc7b61c7-cb64-4124-911b-b97d47ea08ee']"
8cff1fc1-c61b-47f1-9776-7bb74567af0b,"['IDFM:C00500', 'IDFM:C02318', 'IDFM:C01504']",False,False,54671198428255,48.96897744902929,2.5150694613578137,"['2bea192f-456b-47b2-b9ff-a96ac2e53fbb', '42e7aa60-499d-4f0b-8cad-7354bf7d2702', '642b63cd-006c-40a5-ba74-07b4c6e155ac', '2b7471e3-b392-4d04-b3a3-b1dcf8c7f73b', 'f86bd09c-3f65-4977-99e4-138c76239189']"
314b6981-79b0-4ee8-9ef2-dcff82888228,"['IDFM:C01289', 'IDFM:C00178', 'IDFM:C00684', 'IDFM:C00488']",True,False,06213723258115,48.790317167052784,2.4224692486084902,"['f4d3c40b-b96a-4583-9e9a-ec380c5df9b8', 'e443aa19-5435-4343-957c-60556ef0cd5b', 'ba1df36d-5a84-48db-9a20-40b95012a1ec', '008f0f83-5071-423c-93e2-d11f8472631b', '690de160-75b2-4df7-bc04-e6c947ff56c9', '8cf84421-7633-4241-bdd5-9327ef799daa']"
6c3cecb6-07d5-440c-b519-17cb73e35828,"['IDFM:C00079', 'IDFM:C01305']",True,False,75234050249822,48.957375397595214,2.4694637560540587,"['56bfac29-ad5a-4b16-a9be-09d552571879', '17e1ba48-af3e-4ec6-b912-002ca371b683', '5e6aa8f0-8c8d-4c8f-a4ac-5e6b0f8b75f2', '8f355af2-80b4-45e4-81bf-b56d2d60044c']"
2eab48e0-618c-4b2e-8bfc-1d4b6d0746a9,"['IDFM:C02713', 'IDFM:C00692', 'IDFM:C01505']",True,False,71355661611532,48.994755775574475,2.3414746206120776,"['5db1f341-7325-40d6-aa51-7c2fedef32d0', 'ce43c17a-a6a6-4c79-9154-e65b10a93ed8', '66023a73-c463-46bb-a75b-48e5006fcede', '6738b71a-c642-4608-9c70-a3bece5f6141', 'e6745c26-449a-42d6-9c53-3f460b562819']"
9fec8849-74e1-439c-ba2d-79d8dd46f140,"['IDFM:C02691', 'IDFM:C01321', 'IDFM:C01201']",True,False,90423438470210,48.98843395376676,2.2087586395539534,"['90be6701-f2c4-43a4-99ec-96cef715bb1f', '2d1308a3-8d7b-444f-96bf-cf93d6183d18', '0b22f06b-cf53-4fb8-826b-3b1c0e706ae9', '76bbf83e-ed71-4f22-a79e-3398e25c1c82', '8eadba74-25a1-4ead-bc8c-f8fc0e9a9849']"
28c2aab4-aadf-4936-9d0d-a596a8b9bbda,"['IDFM:C00485', 'IDFM:C01224', 'IDFM:C02564', 'IDFM:C00912']",True,False,78877901823059,49.041820079049046,2.5437644356217275,"['bf99ba4d-d071-47bc-b643-6b28790884c8', 'af659dfc-5a27-4b91-bcde-bf2ed7b9ed8e', 'beb51538-ae0a-48f9-b2cc-eb98f9815594', 'a915d4c1-ad90-4e02-b8e7-e52910aacee5', 'daf53d82-141b-4563-86fe-ba12350c1db9', 'b3c94d6e-8feb-4a9c-822e-42559d034d51']"
ebdca2ab-2539-4b4a-9d69-1525c9450f35,"['IDFM:C02485', 'IDFM:C02827', 'IDFM:C02221']",False,False,19512784188295,48.96514981813236,2.316991764162871,"['067948e3-acac-476f-9166-1745a01db690', 'fb22a25d-8c2c-4592-bdb7-8f383dfd534e', 'c6ea5d17-5925-4595-a8b4-64f3541dc038', '1b9e32b0-86f3-4ea2-9337-fabb74504742', 'c8ca0501-c642-4bc3-8d99-83349fc639d8', '84037180-4eb4-4904-9abd-a5a476c1b24d', '8ca0dc02-e6d2-4597-8ebf-8d87679fadc0', '62e1b6ab-5b55-499f-83f1-f13f1cf0b88f']"
7f8dae5c-5e87-4740-bffa-7a73d3ae1fa2,"['IDFM:C01264', 'IDFM:C01138']",True,False,08976621600590,48.9009627816625,2.4837314368865027,"['a2d1ac56-355c-4405-84b3-baa9f2c0aaf1', 'd6fccbad-f5c0-4695-81b0-1233eadee989', 'b375b064-d17e-4a65-938e-6ee091b0cfe4', '304a173b-1864-4725-99d4-a73ab5c9c140']"
3990bfb9-4200-416e-80be-5a3cefc6231c,"['IDFM:C01409', 'IDFM:C01688']",False,False,82775806546901,48.768715061493246,2.360586832119547,"['d1035516-a31c-4359-b1b2-2d7b15302713', 'aff6901e-5315-4c19-b7de-f90cf1b13384', 'b606d72b-5bc9-4159-a234-2d549516d309', '914febc7-fc40-4cf0-b0c7-d28529c26643', 'e7db0f58-7d27-4d53-95e1-c854a09295b7', '7f2f6b7f-3aa7-428c-b8aa-f2e08486c6c0', '8ce0630e-10fc-4150-b1fe-c859433262c8']"
b06571c7-141c-44bf-9e1b-ea91a1a4b547,"['IDFM:C02698', 'IDFM:C00261']",True,False,42677462172183,49.03546899479247,2.2659472792608857,"['b4407306-ed91-409f-9239-78e4323df25c', '3cb34292-cab7-4b4a-b0d5-b8eadb55e436', 'a9349399-d62a-446d-b71a-c5f1ef23ecce', '8400d06a-9670-4126-a1c5-794fe974d7ab', '261663f9-6025-4173-a85f-187d6239b948']"
3255a82e-bee5-4dcf-9a7b-2958c31c9d19,"['IDFM:C00730', 'IDFM:C02479', 'IDFM:C00455', 'IDFM:C00834']",False,False,12792796032282,48.72234136233781,2.2190975028974895,"['30b77b63-54e7-4adf-a9b7-abf289948557', '1eb5e6aa-10ee-4f1e-81ea-d3ce7db55a31', '0badf8df-8179-424e-80ae-baef56d24095', '2bf67f66-2ef7-429a-af1d-cdaee7856626', 'bb1e2e59-5fc3-41bd-80b6-f21278ac1d54']"
617eb914-f3ab-41b0-8fbf-d07f0fde4a0c,"['IDFM:C02714', 'IDFM:C02270', 'IDFM:C00832', 'IDFM:C02452']",False,False,01512471096666,48.89492917704981,2.2625871813486595,"['f0c0fd7e-7fca-4614-b09d-83b4b7a000bf', 'df56a221-8b89-495d-9cc1-57f20657002d', 'ae37ebb4-46bc-48cb-ae02-216263be2150', '4b8bfa2f-cb51-41b7-9663-45fb243ca7b4', 'e2d6e85a-e885-4df2-b131-133058953c78', 'afd1845d-700d-44eb-96f6-15b9e2e604d9', '488f3aab-eb2c-4148-80f2-5a48fed79134']"
f64c334c-e437-4423-8155-3db9dcbdce8e,"['IDFM:C01585', 'IDFM:C02624', 'IDFM:C02184']",False,False,08185463834928,48.933291491079224,2.2508599214034746,"['46b8f647-3f6b-481a-a869-e12e8f4d1aac', '595dfa05-5379-473b-8234-1ae43a0a2963', 'de194dff-10b0-4edc-b062-72ff43770d82', '0073259b-710c-423b-a68c-1ddb5a81449a', 'f66203f9-3296-4d72-b1b7-de30ddd4282b', '5e52c46e-47cf-4765-a49b-36ac1687bdc8', '3daf27ef-9f0e-46ba-b3d9-d4ae5af213e5']"
611e783b-3dc8-45be-b578-d50f7c0de25f,"['IDFM:C02727', 'IDFM:C01093', 'IDFM:C01786']",True,False,76528094608013,49.03123816413903,2.269104997943499,"['8c1fe6ad-f424-4b83-b77b-b69317bdc8c9', '8ed6c3b7-455f-49a7-996f-0746f236f47f', '354f9bec-fe3b-418c-a9fa-f1e159bce875', '6935933d-c2bc-495b-acde-8597d0c284ad', '6738b71a-c642-4608-9c70-a3bece5f6141', '7564338c-4b35-40ce-894a-4f2cf3b2da34']"
47fca197-bb5a-4ec1-82b3-8c0e803173c4,"['IDFM:C02244', 'IDFM:C00085']",True,False,40524260452669,48.87939892928905,2.3342906172928535,"['0b22f06b-cf53-4fb8-826b-3b1c0e706ae9', '11334ef2-1e02-4fdf-8b25-2568b3a94cca', '5a30d059-81be-4589-92cd-19d0669c4357']"
